Single life deferred premium deferred annuity policy,Annuitant,2
Without profit single premium self employed pension with benefits expressed in terms of pension,Absolute Assignee,2
Deferred Annuity - Last Survivor,Life Assured,2
Capital Investment Bond (Execution Only),Life Assured,2
Select Investment Bond,Correspondent,2
"Joint life, whole life policy with profits( includes alterations to premium >25% and potential clawback)",Life Assured,2
Whole Life Non Profit,Nominee,2
Endowment Without Profit,Nominee,2
Wesleyan Safety First ISA Portfolio,Life Assured,2
Single premium level term assurance policy,Life Assured,2
Without profit regular premium AVC with lump sum available,Policy Holder,2
Retirement Account - APPS,Power of Attorney,2
Single life endowment policy without profits,Power of Attorney,2
Endowment Without Profit,Receiver,2
Vested Pension Single life,Trustee,2
AVC Plan,Trustee,2
Capital Investment Bond v4,Trustee,2
Flexible Savings Plan v8 (Adviser),Trustee - Wesleyan (Probate),2
Flexible Savings Plan v5 Single Premium,Trustee - Wesleyan (Flexible),2
Flexible Savings Plan regular level premiums,Trustee - Wesleyan (Flexible),2
Single life equity maximin policy with benefits,Payer,2
MSS S/holder Group,Payer,2
Level term assurance policy with conversion option with income benefits,Payer,2
Single premium level term assurance policy,Payer,2
Wesleyan Safety First ISA Portfolio,Payer,2
Capital Investment Bond (Execution Only),Policy Holder,2
"Joint life, whole life policy without profits with income option",Policy Holder,2
Single life equity maximin policy with benefits,Policy Holder,2
Single life endowment policy without profits with income benefits,Policy Holder,2
Wesleyan Safety First ISA Portfolio,Policy Holder,2
Trustee Investment Plan (Direct Subsequent),Policy Holder,2
Level term assurance policy with conversion option with income benefits,Policy Holder,2
PEP,Policy Holder,2
Pension Buy Out Plan,Policy Holder,1
Pension Opt Out,Policy Holder,1
"No defined policies, could be renewable increasing convertible term assurance etc.",Policy Holder,1
Last Survivor Term,Policy Holder,1
Single life equity endowment policy with profits and income benefits,Policy Holder,1
Single life whole life policy with gauranteed bonus rate( and limited premium payments),Policy Holder,1
"Joint life, whole life policy with profits with income benefits",Policy Holder,1
Joint life mortgage protection without profits with income benefits,Policy Holder,1
Express Care Internl,Policy Holder,1
Capital Invest. Bond,Policy Deposited,1
Medical GPP Leavers,Payer,1
"No defined policies, could be renewable increasing convertible term assurance etc.",Payer,1
"Joint life, whole life policy with profits with income benefits",Payer,1
"Joint life, whole life policy with profits( includes alterations to premium >25% and potential clawback)",Payer,1
Joint life mortgage protection without profits with income benefits,Payer,1
Single life whole life policy with gauranteed bonus rate( and limited premium payments),Payer,1
"Single life, low cost endowment with income benefits",Payer,1
Flexible Savings Plan regular index linked premiums,Trustee - Wesleyan (Probate),1
Capital Investment Bond V3,Trustee,1
With profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Solicitor,1
Capital Investment Bond v4,Special Case,1
Capital Investment Bond v5,Special Case,1
Level Term Assurance NP,Successor,1
Whole of Life + CIC,Solicitor,1
NP Self Employed Pensions,Trustee,1
Maximum Investment Plan - Escalating,Trustee,1
With profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Trustee,1
Single life equity endowment policy with profits,Trustee,1
WP Pensions (Paid Up),Trustee,1
Fixed Term Savings Plan (regular premiums only),Trustee - External,1
Flexible Savings Plan v8 (Adviser),Trustee - Wesleyan (Absolute),1
Lifetime Account - Life Cover,Receiver,1
Midas Bond,Receiver,1
Flexible Savings Plan v8 (Adviser),Shared Assignee,1
Family income benefits without profits,Solicitor,1
"Joint life, whole life policy with profits",Solicitor,1
Single life whole life equity policy with profits,Solicitor,1
Lifetime Account Plus - Combined,Power of Attorney,1
Joint life mortgage protection with endowment without profits,Power of Attorney,1
Endowment Without Profit,Power of Attorney,1
Without profit regular premium AVC without lump sum available,Policy Holder,1
Capital Investment Bond v5,Power of Attorney,1
Trustee Investment Plan (Execution Only),Life Assured,1
Double endowment without profits,Payer,1
Single life whole life policy with gauranteed bonus rate( and limited premium payments),Life Assured,1
"Single life, low cost endowment with income benefits",Life Assured,1
Reversionary annuity policy,Life Assured,1
School Fees Plan,Life Assured,1
Pension Buy Out Plan,Life Assured,1
"No defined policies, could be renewable increasing convertible term assurance etc.",Life Assured,1
Pension Opt Out,Life Assured,1
Lifetime Account - Investment - Enhanced Allocation,Life Assured,1
Other,Correspondent,1
Single life regular premium retirement policy with profits,IFA,1
Express Care Internl,Life Assured,1
Joint life mortgage protection without profits,Accountant,1
Whole of Life + CIC,Absolute Assignee,1
"Single life, low cost endowment",Annuitant,1
Term Assurance,Annuitant,1
Single premium pension transfer plan policy,Accountant,1
With profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Accountant,1
Pension level term assurance policy,Absolute Assignee,1
Low Cost Endowment Assurance,Absolute Assignee,1
Level term assurance policy with conversion option,Absolute Assignee,1
"Joint life, low cost endowment with income benefits",Absolute Assignee,1
"Joint life, whole life policy with profits",Absolute Assignee,1
Retirement account (FSAVC) without indexation option,Assignee,1
Mortgage Protection with Endowment - Non Profit,Assignee,1
Low Cost Endowment,Assignee,1
"Joint life, single premium whole life policy without profits",Assignee,1
With profit regular premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Assignee,1
Without profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Assignee,1
Single premium pension transfer plan policy,Assignee,1
Family man policy without profits,Associated With,1
Single premium joint life endowment policy without profits,Beneficiary,1
Maximum Investment Plan - Escalating,Beneficiary,1
Medical GPP Leavers,Beneficiary,1
Joint life last survivor whole life policy with profits,Claimant,1
"Single life, whole life policy with profits with guaranteed bonus on death",Claimant,1
Joint life mortgage protection without profits,Bankruptcy Order,1
Single premium pension transfer plan policy,Bankruptcy Order,1
Single life midas bond policy,Bankruptcy Order,1
Single life mortgage protection policy without profits,Bankruptcy Order,1
Capital Investment Bond V3,Power of Attorney,1
Capital Investment Bond v4,Power of Attorney,1
Level Term Assurance NP,Power of Attorney,1
Level term assurance policy,Power of Attorney,1
Lifetime Account Plus - Investment,Power of Attorney,1
Lifetime Plus,Power of Attorney,1
Trustee Investment Plan (Execution Only),Policy Holder,1
Wesleyan Safety First Portfolio,Policy Holder,1
Single life deferred premium deferred annuity policy,Policy Holder,1
"Single life, low cost endowment with income benefits",Policy Holder,1
Double endowment without profits,Policy Holder,1
Deferred Annuity - Last Survivor,Policy Holder,1
Whole Of Life,Payer,1
"Joint life, whole life policy with profits( includes alterations to premium >25% and potential clawback)",Policy Holder,1
Lifetime Account - Investment - Enhanced Allocation,Policy Holder,1
Flexible Savings Plan regular level premiums,Policy Holder,1
Capital Invest. Bond,Trustee - Wesleyan (MWPA),1
Endowment With Profit,Trustee - Wesleyan (MWPA),1
Trustee Investment Plan single premium,Trustee - External,1
Fixed Term Savings Plan (regular premiums only),Trustee - Wesleyan (Absolute),1
WP Self Employed Pensions,Trustee,1
Lifetime Account - Investment,Successor,1
Whole Life Non Profit,Successor,1
FPB Index linked,Trustee,1
"Single life, whole life limited premiums policy, with profits",Solicitor,1
Single life endowment policy with profits( includes alterations to premium >25% and potential clawback),Solicitor,1
Retirement account ( add. Contributions) with indexation option included,Power of Attorney,1
Retirement account ( protected rights),Power of Attorney,1
WP Self Employed Pensions,Power of Attorney,1
Single life low start low cost endowment,Power of Attorney,1
Level Term Assurance NP,Receiver,1
Lifetime Account - Investment,Receiver,1
"Joint life, low cost endowment with income benefits",Solicitor,1
Without profit single premium self employed pension with benefits expressed in terms of pension,Associated With,1
Standalone PTD,Associated With,1
Unit Trust/OEIC Regular,Associated With,1
"Single life, whole life limited premiums policy, with profits",Associated With,1
"Single premium family income benefits(20), without profits or paid-up policy(22)",Associated With,1
Joint life lifetime account policy without indexation option,Bankruptcy Order,1
"Joint life, whole life policy without profits",Bankruptcy Order,1
Joint life last survivor whole life policy with profits,Beneficiary,1
Critical Illness Policy,Beneficiary,1
Fixed Term Savings Plan v5,Beneficiary,1
Select With Profit single premium bond,Bankruptee,1
"Single life, whole life policy without profits with income benefits",Claimant,1
Single life regular premium retirement policy with profits,Claimant,1
"Single life, whole life limited premiums policy, with profits",Claimant,1
Single life equity maximin policy with benefits,Claimant,1
Personal Pension Plan (Direct Subsequent),Beneficiary,1
WFS S/holder Exit PP,Beneficiary,1
Fixed Term Savings Plan v5,Absolute Assignee,1
Personal pension regular premium,Absolute Assignee,1
PHI and Whole Life,Absolute Assignee,1
Regular premium pensionbuilder for self employed or employees not in an occupational pension scheme,Absolute Assignee,1
Maximum Investment Plan - Level,Absolute Assignee,1
Single life lifetime account policy without indexation option,Accountant,1
Retirement account (FSAVC) without indexation option,Accountant,1
Single life endowment policy without profits,Accountant,1
Single life endowment policy with profits,Annuitant,1
Wesleyan Capital Investment Bond,Absolute Assignee,1
Single life endowment policy with profits( includes alterations to premium >25% and potential clawback),Absolute Assignee,1
Select Bond,Assignee,1
Select Individual Pension - Regular Premium,Assignee,1
Medical WP Bond,Assignee,1
Individual Locum,Assignee,1
Capital Invest. Bond,Assignee,1
Family income benefits without profits,Associated With,1
Individual Pension Plan,Associated With,1
Joint life equity endowment policy with profits,Associated With,1
Single life endowment policy without profits with income benefits,Associated With,1
Single life regular premium maximin with profits,Associated With,1
Single life regular premium retirement policy with profits,Associated With,1
"Joint life, whole life policy with profits",Associated With,1
Other,Associated With,1
Paid up policy 11A( Single life pure endowment policy with profits),Associated With,1
Select With Profit single premium bond,Court Order,1
Retirement account ( protected rights),Employer,1
Single premium pension transfer plan policy,Employer,1
Without profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Employer,1
Flexible Savings Plan regular level premiums,Life Assured,1
Double endowment without profits,Life Assured,1
Single life equity endowment policy with profits and income benefits,Payer,1
Reversionary annuity policy,Payer,1
Guaranteed Growth Bond,Payer,1
Unit Trust,Life Assured,1
Single life equity endowment policy with profits and income benefits,Life Assured,1
